Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
Yes,25,Yes,Yes,DSL,Yes,No,One year,Yes,61.6,0
No,1,No,No,DSL,No,No,Month-to-month,No,44.0,0
Yes,67,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.2,0
Yes,35,No,No,DSL,No,Yes,One year,Yes,73.45,0
No,2,No,No,Fiber optic,No,No,Month-to-month,No,70.35,0
No,4,No,Yes,Fiber optic,No,No,Month-to-month,No,77.95,1
No,34,Yes,Yes,DSL,No,No,One year,No,64.35,0
No,71,No,Yes,Fiber optic,Yes,No,One year,Yes,105.7,0
No,28,No,No,Fiber optic,No,Yes,Month-to-month,No,76.55,0
Yes,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.2,0
No,43,No,No,Fiber optic,No,No,Month-to-month,Yes,75.35,0
No,10,No,No,DSL,Yes,Yes,Month-to-month,No,54.25,0
No,57,Yes,Yes,DSL,No,Yes,Two year,Yes,59.75,0
Yes,34,Yes,No,DSL,No,No,One year,No,30.4,0
No,6,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,78.95,0
No,29,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.35,0
Yes,70,Yes,No,DSL,No,Yes,Two year,No,75.35,0
No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,91.1,1
No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,70.0,1
Yes,56,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,24.45,0
Yes,66,No,Yes,Fiber optic,Yes,Yes,One year,Yes,108.45,0
Yes,67,Yes,Yes,DSL,No,No,Two year,No,36.15,0
Yes,38,Yes,Yes,DSL,Yes,Yes,One year,No,74.05,0
Yes,35,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.7,0
No,43,Yes,No,Fiber optic,No,No,Month-to-month,Yes,75.2,1
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.55,0
No,53,No,No,DSL,Yes,Yes,One year,No,54.9,0
No,15,No,No,Fiber optic,Yes,No,Month-to-month,No,85.3,0
No,9,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,94.85,1
No,51,Yes,Yes,DSL,No,Yes,One year,Yes,60.5,0
Yes,63,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.15,0
No,56,No,No,Fiber optic,Yes,Yes,Two year,No,103.2,0
Yes,44,No,Yes,Fiber optic,Yes,No,One year,No,94.4,0
No,3,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,79.1,1
No,13,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.9,1
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,75.8,1
No,5,No,No,DSL,No,No,Month-to-month,No,45.7,1
No,69,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,97.65,0
No,39,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.7,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,93.55,1
Yes,16,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,112.95,0
No,9,No,No,DSL,No,No,Month-to-month,No,59.9,0
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,85.2,1
No,46,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.6,0
No,7,No,Yes,Fiber optic,No,No,Month-to-month,Yes,78.55,0
No,64,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,0
Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,89.05,0
Yes,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,0
No,14,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.35,0
Yes,59,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,96.65,0
No,30,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,79.65,1
No,65,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.75,0
Yes,61,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.15,1
Yes,17,No,No,Fiber optic,Yes,No,Month-to-month,No,88.25,1
No,72,Yes,No,Fiber optic,No,No,Two year,No,80.45,0
No,25,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,0
No,53,No,No,Fiber optic,Yes,No,One year,Yes,94.85,1
Yes,49,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,107.95,1
No,11,No,No,DSL,Yes,Yes,One year,No,53.8,0
No,62,Yes,Yes,DSL,No,No,One year,Yes,74.3,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,18.85,1
Yes,66,Yes,Yes,DSL,Yes,Yes,Two year,No,79.4,1
No,17,No,No,Fiber optic,No,No,Month-to-month,No,92.6,0
No,29,Yes,Yes,DSL,No,Yes,One year,No,39.5,0
No,1,No,No,DSL,No,No,Month-to-month,No,25.25,0
No,72,No,Yes,Fiber optic,Yes,Yes,Two year,No,111.65,0
No,3,No,Yes,Fiber optic,No,No,Month-to-month,Yes,81.35,1
Yes,27,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.5,0
No,6,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.75,0
No,13,No,No,Fiber optic,Yes,No,Month-to-month,Yes,96.85,0
No,67,Yes,No,Fiber optic,Yes,Yes,One year,Yes,111.25,0
Yes,67,No,Yes,Fiber optic,No,Yes,One year,Yes,106.6,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.6,1
Yes,30,No,No,Fiber optic,No,No,Month-to-month,No,85.45,0
No,4,No,No,DSL,No,No,Month-to-month,Yes,56.4,0
Yes,52,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,0
Yes,2,Yes,No,DSL,No,No,Month-to-month,Yes,61.2,0
No,40,No,Yes,DSL,No,No,Month-to-month,Yes,50.15,0
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,0
Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,0
Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,0
No,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.35,0
No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,78.8,0
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.7,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,72.1,0
No,63,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.25,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,1
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.45,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.65,1
No,40,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.6,0
No,1,No,No,DSL,No,No,Month-to-month,Yes,44.3,0
Yes,21,Yes,No,DSL,Yes,No,One year,No,64.85,0
Yes,58,Yes,No,DSL,Yes,Yes,Two year,No,59.75,0
No,47,Yes,Yes,DSL,No,Yes,One year,No,39.65,0
No,18,No internet service,No internet service,No,No internet service,No internet service,One year,No,23.75,0
Yes,8,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.85,0
Yes,29,Yes,Yes,DSL,Yes,Yes,One year,Yes,55.35,0
No,10,No,No,DSL,Yes,No,Month-to-month,No,29.5,1
Yes,7,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,0
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,91.95,0
No,49,No,No,Fiber optic,No,No,Month-to-month,Yes,84.5,0
No,2,No,No,DSL,No,No,Month-to-month,Yes,45.25,1
Yes,48,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.65,0
No,41,Yes,Yes,Fiber optic,Yes,No,One year,Yes,104.45,0
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,104.9,0
Yes,52,No,No,DSL,Yes,No,One year,Yes,50.95,0
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,83.3,1
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,77.15,1
No,27,No,Yes,DSL,Yes,Yes,One year,No,78.2,0
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,26.45,0
No,34,No,No,Fiber optic,No,No,Month-to-month,No,69.15,0
No,46,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.85,0
No,71,No,Yes,Fiber optic,Yes,Yes,One year,Yes,113.15,0
Yes,14,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.5,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.7,1
No,6,No,No,DSL,No,No,Month-to-month,No,50.35,0
Yes,14,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,0
Yes,40,Yes,Yes,DSL,No,Yes,One year,No,40.25,0
No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,85.1,1
No,69,Yes,Yes,DSL,Yes,Yes,Two year,No,90.65,0
No,2,No,No,DSL,No,No,Month-to-month,No,44.6,1
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.1,1
No,69,No,No,Fiber optic,Yes,Yes,Two year,No,104.0,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,79.7,1
No,61,No,No,Fiber optic,Yes,Yes,One year,Yes,103.3,0
No,33,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.6,1
No,20,Yes,No,DSL,No,Yes,One year,No,54.0,0
No,12,No,Yes,DSL,No,Yes,Month-to-month,Yes,54.3,0
Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,0
No,13,Yes,Yes,DSL,No,Yes,Month-to-month,No,67.8,0
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,92.0,0
Yes,67,Yes,No,DSL,No,No,Two year,No,50.9,0
No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.05,0
Yes,32,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.45,0
No,50,No,Yes,Fiber optic,No,No,Month-to-month,Yes,88.05,1
No,42,No,No,DSL,Yes,No,Month-to-month,No,55.65,0
Yes,69,Yes,Yes,DSL,Yes,Yes,Two year,No,46.25,0
No,30,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.05,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.25,0
No,43,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.0,1
No,15,No,No,Fiber optic,No,No,Month-to-month,No,88.15,1
No,34,No,No,Fiber optic,No,No,Month-to-month,Yes,70.0,1
No,49,No,No,Fiber optic,No,No,Month-to-month,Yes,96.2,1
No,6,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,93.85,1
No,59,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,106.75,1
Yes,71,No,Yes,Fiber optic,No,Yes,Two year,Yes,84.8,0
Yes,3,Yes,No,DSL,No,No,Month-to-month,No,29.7,1
No,47,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,0
No,32,No,No,Fiber optic,Yes,No,Month-to-month,Yes,81.1,0
Yes,5,No,No,DSL,No,Yes,Month-to-month,Yes,51.0,0
No,35,Yes,No,DSL,Yes,No,One year,No,53.15,0
No,36,No,No,Fiber optic,No,No,Month-to-month,Yes,95.4,0
No,43,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.7,0
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.3,0
No,48,No,Yes,Fiber optic,Yes,No,Two year,Yes,108.1,0
No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,92.9,0
Yes,48,No,Yes,DSL,No,No,One year,No,29.9,0
Yes,30,Yes,No,DSL,No,Yes,Month-to-month,No,66.3,0
No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.65,0
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,74.05,0
Yes,1,No,No,DSL,No,No,Month-to-month,Yes,44.4,1
No,43,No,No,Fiber optic,No,No,One year,No,94.35,0
No,8,Yes,No,DSL,Yes,No,Month-to-month,Yes,66.7,0
Yes,31,Yes,No,Fiber optic,Yes,No,One year,No,98.05,0
Yes,64,Yes,Yes,Fiber optic,No,Yes,Two year,No,110.3,0
Yes,24,Yes,Yes,DSL,Yes,No,One year,No,57.6,0
No,66,Yes,No,DSL,Yes,Yes,Two year,Yes,61.35,0
Yes,54,No,No,DSL,Yes,No,Two year,No,63.35,0
No,60,Yes,No,DSL,Yes,No,Two year,No,53.6,0
Yes,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.9,1
No,54,Yes,Yes,DSL,No,Yes,One year,No,82.45,1
Yes,41,No,No,Fiber optic,Yes,Yes,One year,Yes,102.6,1
No,5,Yes,Yes,Fiber optic,No,No,Month-to-month,No,80.7,0
No,51,No,Yes,DSL,No,No,Month-to-month,Yes,30.05,0
No,64,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,108.95,0
No,64,Yes,Yes,DSL,Yes,Yes,Two year,Yes,74.35,0
No,54,No,No,DSL,No,No,One year,Yes,70.15,1
No,72,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,112.4,0
Yes,47,No,Yes,DSL,No,No,Month-to-month,No,54.25,0
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,78.5,1
No,11,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,60.9,0
No,18,Yes,Yes,DSL,No,Yes,One year,Yes,40.2,0
Yes,68,No,Yes,DSL,Yes,Yes,Two year,No,85.3,0
No,6,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.1,0
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,74.9,1
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,0
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,79.2,0
No,35,Yes,Yes,DSL,Yes,No,Month-to-month,No,60.55,0
No,10,No,No,DSL,Yes,No,Month-to-month,Yes,67.8,0
No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,78.75,0
No,1,No,No,DSL,No,No,Month-to-month,Yes,45.7,1
No,9,No,No,DSL,No,No,Month-to-month,No,44.95,1
No,1,No,No,DSL,No,No,Month-to-month,Yes,44.45,1
No,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,113.0,0
No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,0
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,90.8,1
No,32,No,Yes,Fiber optic,Yes,No,Month-to-month,No,106.35,1
No,24,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.25,1
No,1,Yes,No,DSL,No,No,Month-to-month,Yes,49.8,0
Yes,69,No,Yes,Fiber optic,No,Yes,Two year,Yes,93.3,0
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,90.85,1
No,71,Yes,Yes,Fiber optic,No,No,One year,No,95.65,0
No,5,Yes,No,DSL,No,Yes,Month-to-month,Yes,55.75,0
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.75,0
No,4,No,No,DSL,No,No,Month-to-month,No,45.65,1
No,6,No,No,DSL,No,Yes,Month-to-month,Yes,50.8,1
No,28,No,Yes,DSL,No,Yes,Month-to-month,No,54.65,0
No,9,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.25,1
No,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.45,0
No,69,No,Yes,Fiber optic,No,Yes,Two year,No,105.4,0
Yes,68,Yes,No,Fiber optic,Yes,No,Two year,No,80.35,0
No,18,No,No,DSL,Yes,Yes,One year,Yes,82.0,1
No,16,No,No,Fiber optic,No,Yes,Month-to-month,Yes,89.05,1
Yes,44,No,Yes,DSL,No,No,One year,Yes,77.55,0
Yes,29,Yes,No,DSL,No,Yes,One year,No,69.05,0
No,39,No,No,Fiber optic,No,No,Month-to-month,Yes,95.65,1
No,7,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.5,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,94.0,1
No,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.05,0
Yes,55,Yes,No,DSL,No,No,One year,No,59.45,0
No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.75,0
Yes,58,No,No,Fiber optic,Yes,Yes,One year,Yes,105.05,0
No,1,No,No,DSL,Yes,Yes,Month-to-month,Yes,75.5,0
No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,96.7,1
No,19,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,88.8,0
Yes,67,No,Yes,Fiber optic,No,Yes,Two year,No,94.1,0
Yes,66,Yes,Yes,Fiber optic,No,Yes,One year,Yes,110.6,0
Yes,53,Yes,No,DSL,No,Yes,Month-to-month,No,71.85,0
No,65,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.35,0
No,49,Yes,Yes,DSL,Yes,Yes,Two year,No,67.4,0
No,39,No,No,DSL,No,Yes,Two year,Yes,53.85,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,1
Yes,22,No,No,Fiber optic,No,No,Month-to-month,Yes,80.15,0
Yes,18,No,No,DSL,No,No,Month-to-month,No,55.95,0
Yes,60,No internet service,No internet service,No,No internet service,No internet service,One year,No,23.95,0
Yes,55,No,No,Fiber optic,No,No,Month-to-month,No,85.5,0
No,46,No,No,DSL,No,No,Month-to-month,No,44.95,0
No,65,Yes,No,DSL,Yes,No,Month-to-month,Yes,55.15,0
No,61,No,Yes,Fiber optic,No,Yes,Two year,Yes,94.1,1
Yes,7,No,No,Fiber optic,No,No,Month-to-month,Yes,71.05,0
No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,74.4,1
Yes,52,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,93.25,0
No,45,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.3,1
No,41,No,No,DSL,Yes,No,One year,No,65.0,0
No,48,Yes,Yes,DSL,Yes,No,One year,Yes,83.45,0
No,15,No,No,DSL,No,No,Month-to-month,Yes,48.8,0
No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.5,1
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.2,1
No,1,No,No,Fiber optic,No,No,Month-to-month,No,80.5,1
No,1,Yes,No,DSL,No,No,Month-to-month,Yes,48.6,1
Yes,70,Yes,No,DSL,No,Yes,Two year,Yes,80.6,0
Yes,14,Yes,Yes,DSL,Yes,Yes,Two year,No,76.1,0
Yes,28,No,Yes,DSL,No,No,One year,Yes,39.1,0
Yes,9,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.25,0
No,10,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,94.85,1
No,60,No,Yes,DSL,No,No,Two year,Yes,49.45,0
Yes,4,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.5,0
Yes,17,Yes,No,DSL,No,No,Month-to-month,Yes,50.3,0
Yes,19,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.85,0
No,30,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,95.0,0
No,67,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,105.4,0
Yes,71,Yes,Yes,DSL,No,Yes,Two year,No,58.65,0
Yes,58,No,No,Fiber optic,No,No,Two year,No,82.5,0
No,68,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.9,0
Yes,26,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,105.45,0
No,36,No,No,DSL,Yes,No,One year,No,55.8,0
Yes,34,No,No,Fiber optic,Yes,No,Month-to-month,No,87.45,1
Yes,60,Yes,No,Fiber optic,Yes,No,One year,Yes,95.4,0
Yes,47,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.3,0
No,72,Yes,Yes,DSL,Yes,No,Two year,Yes,84.1,0
Yes,72,Yes,No,DSL,Yes,Yes,Two year,No,84.7,0
No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.75,0
No,26,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.6,0
Yes,18,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,87.9,0
Yes,38,Yes,No,Fiber optic,No,No,Month-to-month,Yes,80.45,0
No,1,Yes,No,Fiber optic,No,No,Month-to-month,Yes,80.3,1
No,67,Yes,No,DSL,No,Yes,Two year,No,43.9,0
Yes,43,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,110.75,1
No,69,Yes,Yes,Fiber optic,No,Yes,One year,Yes,106.4,0
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,73.85,0
No,47,Yes,No,DSL,Yes,Yes,Two year,No,41.9,0
No,3,No,No,DSL,No,Yes,Month-to-month,Yes,63.6,1
Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,100.2,0
No,10,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.35,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.55,1
No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,0
Yes,13,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.85,0
No,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.45,0
No,53,No,Yes,Fiber optic,Yes,Yes,One year,Yes,111.8,0
No,64,No,Yes,Fiber optic,No,Yes,One year,Yes,105.65,1
No,46,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.8,0
No,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.75,0
Yes,28,No,No,Fiber optic,No,No,One year,Yes,70.4,0
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.9,1
No,15,No,No,Fiber optic,No,No,Month-to-month,Yes,85.6,1
No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,89.75,0
No,70,Yes,No,DSL,Yes,Yes,Two year,Yes,74.8,0
No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,92.4,0
No,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,91.7,0
No,58,Yes,Yes,Fiber optic,Yes,No,One year,Yes,110.65,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.1,1
No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.0,0
No,12,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,0
Yes,2,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.2,0
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,74.4,1
Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.4,0
No,1,No,No,DSL,No,No,Month-to-month,No,45.15,1
Yes,6,Yes,Yes,DSL,No,No,Month-to-month,No,55.9,1
No,38,Yes,No,Fiber optic,Yes,Yes,One year,Yes,110.7,0
No,36,Yes,Yes,DSL,Yes,Yes,One year,Yes,76.35,0
No,30,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.7,0
Yes,71,Yes,No,Fiber optic,No,No,Two year,Yes,97.2,0
Yes,34,No,No,Fiber optic,No,No,One year,Yes,78.95,0
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,78.45,0
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,79.0,1
No,41,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,113.6,1
No,1,No,No,DSL,No,No,Month-to-month,Yes,56.25,1
Yes,48,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,104.5,0
No,11,Yes,No,Fiber optic,No,No,Month-to-month,No,76.4,0
No,3,No,No,DSL,No,Yes,Month-to-month,Yes,50.25,0
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.6,0
No,17,Yes,Yes,DSL,No,No,Month-to-month,Yes,55.5,0
Yes,2,No,No,DSL,No,No,Month-to-month,No,65.7,1
Yes,31,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,89.3,0
Yes,14,No,No,Fiber optic,No,Yes,Month-to-month,Yes,91.65,1
